type,lane,startmeasure,startposition,endmeasure,endposition
1,62,13,0,13,0
1,62,14,0,14,0
0,62,14,3,14,3
0,62,14,0,14,0
0,62,14,1,14,1
0,62,14,1,14,1
0,62,14,3,14,3
1,62,14,2,14,2
0,62,15,2,15,2
1,62,15,3,15,3
1,62,15,0,15,0
1,63,0,1,0,1
0,63,0,0,0,0
0,63,0,1,0,1
1,63,0,3,0,3
1,63,1,3,1,3
0,63,1,3,1,3
1,63,1,1,1,1
0,63,2,1,2,1
0,63,2,2,2,2
0,63,2,3,2,3
0,63,2,0,2,0
0,63,2,0,2,0
1,63,2,1,2,1
1,63,2,3,2,3
0,63,3,3,3,3
1,63,3,2,3,2
1,63,3,1,3,1
1,63,4,0,4,0
0,63,4,1,4,1
0,63,4,1,4,1
1,63,4,2,4,2
1,63,5,3,5,3
0,63,5,2,5,2
1,63,5,0,5,0
0,63,6,3,6,3
0,63,6,2,6,2
0,63,6,1,6,1
0,63,6,1,6,1
1,63,6,0,6,0
0,63,6,0,6,0
1,63,6,3,6,3
1,63,7,3,7,3
0,63,7,3,7,3
1,63,7,0,7,0
1,63,8,1,8,1
0,63,8,0,8,0
0,63,8,2,8,2
1,63,8,3,8,3
1,63,9,3,9,3
0,63,9,3,9,3
1,63,9,1,9,1
0,63,10,1,10,1
0,63,10,2,10,2
0,63,10,1,10,1
0,63,10,3,10,3
1,63,10,0,10,0
0,63,10,0,10,0
1,63,10,3,10,3
1,63,11,2,11,2
0,63,11,3,11,3
1,63,11,0,11,0
0,63,12,0,12,0
0,63,12,3,12,3
1,63,12,1,12,1
1,63,12,2,12,2
1,63,13,1,13,1
0,63,13,2,13,2
1,63,13,1,13,1
0,63,14,0,14,0
0,63,14,3,14,3
1,63,14,0,14,0
1,63,14,3,14,3
1,63,14,2,14,2
1,63,14,1,14,1
1,63,14,2,14,2
1,63,14,1,14,1
1,63,14,1,14,1
0,63,15,3,15,3
0,63,15,1,15,1
0,63,15,0,15,0
1,63,15,0,15,0
1,63,15,3,15,3
1,64,0,1,0,1
1,64,0,2,0,2
0,64,0,1,0,1
1,64,0,0,0,0
1,64,0,3,0,3
1,64,0,0,0,0
1,64,0,3,0,3
0,64,1,0,1,0
0,64,1,0,1,0
0,64,1,3,1,3
0,64,1,3,1,3
1,64,1,1,1,1
1,64,1,2,1,2
1,64,2,1,2,1
0,64,2,1,2,1
1,64,2,2,2,2
1,64,2,3,2,3
1,64,2,0,2,0
1,64,2,2,2,2
1,64,2,1,2,1
0,64,3,0,3,0
0,64,3,1,3,1
0,64,3,3,3,3
0,64,3,2,3,2
1,64,3,0,3,0
1,64,3,3,3,3
1,64,4,3,4,3
1,64,4,0,4,0
0,64,4,1,4,1
1,64,4,0,4,0
1,64,4,3,4,3
1,64,4,3,4,3
1,64,4,0,4,0
0,64,5,3,5,3
0,64,5,2,5,2
0,64,5,1,5,1
0,64,5,0,5,0
1,64,5,3,5,3
1,64,5,0,5,0
1,64,6,0,6,0
1,64,6,1,6,1
1,64,6,2,6,2
1,64,6,3,6,3
0,64,6,1,6,1
0,64,6,3,6,3
0,64,6,0,6,0
1,64,7,0,7,0
0,64,7,3,7,3
0,64,8,1,8,1
1,64,8,1,8,1
1,64,8,0,8,0
0,64,9,0,9,0
1,64,9,1,9,1
1,64,9,2,9,2
1,64,10,2,10,2
0,64,10,3,10,3
0,64,10,1,10,1
1,64,10,3,10,3
1,64,11,0,11,0
1,64,11,3,11,3
0,64,11,0,11,0
1,64,12,1,12,1
1,64,12,0,12,0
0,64,12,1,12,1
1,64,13,3,13,3
1,64,13,1,13,1
0,64,13,3,13,3
1,64,14,2,14,2
0,64,14,0,14,0
0,64,14,1,14,1
1,64,14,3,14,3
1,64,15,2,15,2
1,64,15,1,15,1
0,64,15,3,15,3
1,65,0,1,0,1
0,65,0,1,0,1
1,65,0,0,0,0
1,65,1,1,1,1
1,65,1,0,1,0
0,65,1,0,1,0
1,65,2,3,2,3
0,65,2,3,2,3
1,65,2,1,2,1
0,65,2,1,2,1
1,65,3,3,3,3
1,65,3,2,3,2
0,65,3,0,3,0
1,65,4,2,4,2
0,65,4,1,4,1
1,65,4,0,4,0
1,65,5,1,5,1
1,65,5,0,5,0
0,65,5,0,5,0
1,65,6,1,6,1
0,65,6,1,6,1
0,65,6,3,6,3
1,65,6,3,6,3
1,65,7,2,7,2
1,65,7,3,7,3
0,65,7,0,7,0
0,65,8,3,8,3
1,65,8,2,8,2
1,65,8,1,8,1
1,65,9,0,9,0
1,65,9,1,9,1
0,65,9,1,9,1
0,65,10,0,10,0
1,65,10,1,10,1
1,65,10,0,10,0
0,65,10,3,10,3
1,65,11,1,11,1
0,65,11,1,11,1
1,65,11,0,11,0
1,65,12,2,12,2
1,65,12,0,12,0
0,65,12,3,12,3
1,65,13,2,13,2
1,65,13,3,13,3
0,65,13,0,13,0
1,65,14,1,14,1
1,65,14,3,14,3
0,65,14,3,14,3
0,65,14,1,14,1
1,65,15,1,15,1
1,65,15,0,15,0
0,65,15,0,15,0
0,66,0,3,0,3
1,66,0,0,0,0
1,66,0,2,0,2
1,66,1,3,1,3
1,66,1,2,1,2
0,66,1,1,1,1
0,66,2,0,2,0
1,66,2,2,2,2
1,66,2,3,2,3
0,66,2,3,2,3
1,66,3,2,3,2
0,66,3,1,3,1
1,66,3,1,3,1
1,66,4,1,4,1
0,66,4,3,4,3
1,66,5,0,5,0
1,66,5,2,5,2
1,66,5,3,5,3
0,66,5,0,5,0
0,66,6,2,6,2
0,66,6,0,6,0
1,66,6,0,6,0
0,66,6,3,6,3
1,66,6,1,6,1
1,66,6,3,6,3
1,66,6,1,6,1
1,66,7,3,7,3
0,66,7,1,7,1
1,66,8,1,8,1
0,66,8,0,8,0
0,66,8,3,8,3
1,66,8,3,8,3
1,66,9,0,9,0
1,66,9,1,9,1
0,66,9,2,9,2
1,66,10,3,10,3
1,66,10,0,10,0
0,66,10,1,10,1
0,66,10,3,10,3
0,66,10,0,10,0
1,66,11,0,11,0
1,66,11,3,11,3
0,66,11,2,11,2
0,66,12,0,12,0
0,66,12,3,12,3
1,66,12,0,12,0
1,66,12,1,12,1
1,66,13,3,13,3
1,66,13,1,13,1
0,66,13,1,13,1
0,66,14,0,14,0
1,66,14,1,14,1
1,66,14,3,14,3
0,66,14,3,14,3
0,66,14,2,14,2
1,66,15,3,15,3
1,66,15,1,15,1
0,66,15,1,15,1
1,67,0,3,0,3
1,67,0,0,0,0
0,67,0,0,0,0
0,67,0,3,0,3
1,67,1,0,1,0
0,67,1,2,1,2
1,67,1,1,1,1
1,67,2,0,2,0
0,67,2,1,2,1
1,67,2,1,2,1
0,67,2,0,2,0
0,67,2,3,2,3
1,67,3,0,3,0
0,67,3,2,3,2
1,67,3,3,3,3
0,67,4,3,4,3
1,67,4,3,4,3
1,67,4,1,4,1
0,67,4,0,4,0
0,67,5,1,5,1
1,67,5,1,5,1
1,67,5,0,5,0
1,67,6,1,6,1
1,67,6,0,6,0
0,67,6,2,6,2
0,67,6,3,6,3
1,67,7,0,7,0
1,67,7,1,7,1
0,67,7,0,7,0
1,67,8,3,8,3
1,67,8,0,8,0
0,67,8,2,8,2
0,67,8,1,8,1
1,67,9,3,9,3
1,67,9,1,9,1
0,67,9,3,9,3
0,67,10,2,10,2
0,67,10,1,10,1
0,67,10,0,10,0
1,67,10,3,10,3
1,67,10,1,10,1
1,67,11,0,11,0
1,67,11,3,11,3
0,67,11,3,11,3
1,67,12,1,12,1
0,67,12,2,12,2
0,67,12,1,12,1
1,67,12,0,12,0
1,67,13,3,13,3
1,67,13,1,13,1
0,67,13,0,13,0
1,67,14,0,14,0
0,67,14,1,14,1
1,67,14,3,14,3
0,67,14,2,14,2
0,67,14,3,14,3
0,67,15,0,15,0
1,67,15,0,15,0
1,67,15,1,15,1
1,68,0,0,0,0
0,68,0,1,0,1
1,68,0,1,0,1
0,68,0,2,0,2
1,68,1,0,1,0
0,68,1,3,1,3
1,68,1,3,1,3
1,68,2,3,2,3
0,68,2,2,2,2
0,68,2,1,2,1
0,68,2,0,2,0
1,68,2,1,2,1
1,68,3,3,3,3
1,68,3,1,3,1
0,68,3,3,3,3
1,68,4,0,4,0
0,68,4,2,4,2
1,68,4,3,4,3
0,68,4,1,4,1
1,68,5,0,5,0
1,68,5,1,5,1
0,68,5,0,5,0
1,68,6,2,6,2
1,68,6,3,6,3
1,68,6,3,6,3
1,68,6,0,6,0
1,68,6,1,6,1
0,68,6,1,6,1
1,68,6,0,6,0
0,68,7,0,7,0
1,68,7,1,7,1
1,68,7,3,7,3
1,68,8,2,8,2
1,68,8,3,8,3
0,68,8,3,8,3
1,68,8,1,8,1
1,68,9,0,9,0
1,68,9,1,9,1
1,68,9,2,9,2
0,68,9,0,9,0
1,68,10,1,10,1
0,68,10,3,10,3
1,68,10,0,10,0
1,68,10,1,10,1
1,68,11,1,11,1
1,68,11,3,11,3
1,68,11,1,11,1
0,68,11,0,11,0
0,68,12,3,12,3
1,68,12,3,12,3
1,68,12,2,12,2
1,68,12,1,12,1
1,68,13,0,13,0
1,68,13,1,13,1
1,68,13,2,13,2
0,68,13,0,13,0
1,68,14,0,14,0
0,68,14,3,14,3
1,68,14,1,14,1
1,68,14,1,14,1
1,68,15,2,15,2
0,68,15,0,15,0
1,68,15,1,15,1
1,68,15,1,15,1
1,69,0,1,0,1
1,69,0,2,0,2
0,69,0,3,0,3
1,69,0,1,0,1
1,69,1,3,1,3
1,69,1,1,1,1
0,69,1,0,1,0
1,69,1,1,1,1
1,69,2,0,2,0
1,69,2,3,2,3
0,69,2,3,2,3
1,69,2,1,2,1
1,69,3,1,3,1
1,69,3,0,3,0
0,69,3,0,3,0
1,69,3,2,3,2
1,69,4,2,4,2
0,69,4,3,4,3
1,69,4,1,4,1
1,69,4,1,4,1
1,69,5,3,5,3
1,69,5,1,5,1
1,69,5,1,5,1
0,69,5,0,5,0
0,69,6,3,6,3
1,69,6,3,6,3
1,69,6,2,6,2
1,69,6,1,6,1
1,69,7,0,7,0
1,69,7,1,7,1
1,69,7,2,7,2
0,69,7,0,7,0
1,69,8,0,8,0
1,69,8,1,8,1
0,69,8,3,8,3
1,69,8,1,8,1
1,69,9,3,9,3
0,69,9,0,9,0
1,69,9,1,9,1
1,69,9,1,9,1
1,69,10,3,10,3
0,69,10,3,10,3
1,69,10,2,10,2
1,69,10,1,10,1
1,69,11,2,11,2
1,69,11,1,11,1
0,69,11,0,11,0
1,69,11,1,11,1
1,69,12,3,12,3
1,69,12,1,12,1
0,69,12,3,12,3
1,69,12,1,12,1
1,69,13,0,13,0
0,69,13,0,13,0
1,69,13,1,13,1
1,69,13,3,13,3
1,69,14,0,14,0
0,69,14,3,14,3
1,69,14,2,14,2
1,69,14,1,14,1
0,69,15,0,15,0
1,69,15,1,15,1
1,69,15,1,15,1
1,69,15,2,15,2
0,70,0,3,0,3
1,70,0,1,0,1
1,70,0,3,0,3
1,70,0,1,0,1
1,70,1,0,1,0
1,70,1,1,1,1
1,70,1,3,1,3
0,70,1,0,1,0
1,70,2,0,2,0
1,70,2,2,2,2
0,70,2,3,2,3
1,70,2,1,2,1
1,70,3,2,3,2
1,70,3,1,3,1
0,70,3,0,3,0
1,70,3,0,3,0
1,70,4,1,4,1
1,70,4,0,4,0
0,70,4,3,4,3
1,70,4,1,4,1
1,70,5,3,5,3
1,70,5,0,5,0
1,70,5,1,5,1
0,70,5,0,5,0
1,70,5,1,5,1
1,70,6,0,6,0
1,70,6,3,6,3
1,70,6,1,6,1
0,70,6,0,6,0
1,70,6,2,6,2
1,70,6,1,6,1
0,70,6,3,6,3
1,70,7,3,7,3
0,70,7,2,7,2
1,70,7,1,7,1
1,70,7,0,7,0
1,70,8,3,8,3
1,70,8,0,8,0
0,70,8,1,8,1
1,70,8,3,8,3
1,70,9,1,9,1
0,70,9,2,9,2
1,70,9,0,9,0
1,70,9,3,9,3
1,70,10,0,10,0
1,70,10,1,10,1
0,70,10,1,10,1
1,70,10,0,10,0
1,70,11,3,11,3
1,70,11,3,11,3
1,70,11,0,11,0
0,70,11,2,11,2
1,70,12,3,12,3
1,70,12,1,12,1
0,70,12,1,12,1
1,70,12,3,12,3
1,70,13,0,13,0
1,70,13,0,13,0
1,70,13,1,13,1
0,70,13,2,13,2
1,70,14,3,14,3
1,70,14,0,14,0
0,70,14,1,14,1
1,70,14,0,14,0
0,70,15,2,15,2
1,70,15,3,15,3
1,70,15,3,15,3
1,70,15,1,15,1
1,71,0,3,0,3
1,71,0,1,0,1
0,71,0,1,0,1
1,71,0,3,0,3
1,71,1,0,1,0
1,71,1,0,1,0
1,71,1,3,1,3
0,71,1,2,1,2
0,71,2,1,2,1
1,71,2,0,2,0
1,71,2,1,2,1
1,71,2,0,2,0
1,71,3,0,3,0
1,71,3,3,3,3
1,71,3,1,3,1
0,71,3,2,3,2
1,71,4,0,4,0
1,71,4,3,4,3
0,71,4,1,4,1
1,71,4,3,4,3
1,71,5,0,5,0
0,71,5,2,5,2
1,71,5,3,5,3
1,71,5,1,5,1
1,71,6,0,6,0
1,71,6,1,6,1
0,71,6,1,6,1
1,71,6,0,6,0
0,71,7,2,7,2
1,71,7,0,7,0
0,71,7,0,7,0
1,71,7,3,7,3
1,71,7,3,7,3
1,71,8,0,8,0
1,71,8,3,8,3
0,71,8,1,8,1
1,71,8,3,8,3
0,71,9,3,9,3
0,71,9,2,9,2
1,71,9,0,9,0
1,71,9,0,9,0
1,71,9,1,9,1
1,71,10,3,10,3
0,71,10,1,10,1
1,71,10,1,10,1
1,71,10,0,10,0
0,71,11,0,11,0
0,71,11,2,11,2
1,71,11,3,11,3
1,71,11,0,11,0
1,71,11,3,11,3
1,71,12,1,12,1
1,71,12,0,12,0
0,71,12,1,12,1
1,71,12,3,12,3
1,71,13,3,13,3
1,71,13,0,13,0
0,71,13,3,13,3
1,71,13,1,13,1
0,71,13,2,13,2
0,71,14,1,14,1
1,71,14,3,14,3
1,71,14,1,14,1
1,71,14,0,14,0
1,71,15,3,15,3
1,71,15,3,15,3
1,71,15,1,15,1
0,71,15,2,15,2
0,71,15,0,15,0
1,72,0,0,0,0
1,72,0,3,0,3
0,72,0,1,0,1
1,72,0,3,0,3
0,72,1,3,1,3
0,72,1,2,1,2
1,72,1,0,1,0
1,72,1,1,1,1
1,72,1,0,1,0
1,72,2,0,2,0
1,72,2,1,2,1
0,72,2,1,2,1
1,72,2,0,2,0
0,72,3,0,3,0
0,72,3,2,3,2
1,72,3,0,3,0
1,72,3,3,3,3
1,72,3,3,3,3
1,72,4,1,4,1
1,72,4,3,4,3
0,72,4,1,4,1
1,72,4,3,4,3
0,72,5,3,5,3
1,72,5,1,5,1
0,72,5,2,5,2
1,72,5,0,5,0
1,72,6,0,6,0
1,72,6,3,6,3
1,72,6,1,6,1
1,72,6,0,6,0
1,72,6,1,6,1
1,72,6,1,6,1
1,72,8,1,8,1
1,72,8,1,8,1
1,72,10,2,10,2
1,72,10,2,10,2
1,72,12,3,12,3
1,72,12,3,12,3
1,72,14,3,14,3
1,73,0,0,0,0
1,73,0,0,0,0
1,73,0,1,0,1
1,73,1,1,1,1
1,73,1,2,1,2
1,73,1,3,1,3
1,73,1,0,1,0
1,73,1,1,1,1
1,73,1,0,1,0
0,73,2,0,2,0
0,73,2,1,2,1
1,73,2,1,2,1
0,73,2,0,2,0
1,73,2,2,2,2
1,73,2,3,2,3
1,73,3,3,3,3
0,73,3,1,3,1
0,73,4,2,4,2
0,73,4,3,4,3
0,73,4,3,4,3
0,73,4,0,4,0
0,73,4,1,4,1
0,73,5,1,5,1
1,73,6,3,6,3
1,73,6,1,6,1
1,73,6,3,6,3
1,73,6,0,6,0
1,73,6,3,6,3
0,73,7,2,7,2
0,73,7,1,7,1
0,73,8,0,8,0
1,73,8,3,8,3
1,73,8,3,8,3
1,73,9,0,9,0
0,73,9,1,9,1
0,73,9,2,9,2
1,73,10,1,10,1
1,73,10,3,10,3
0,73,10,0,10,0
0,73,10,0,10,0
1,73,10,3,10,3
0,73,11,1,11,1
0,73,11,1,11,1
0,73,12,0,12,0
0,73,12,0,12,0
1,73,12,2,12,2
1,73,12,3,12,3
1,73,13,2,13,2
1,73,13,3,13,3
0,73,13,1,13,1
1,73,14,0,14,0
0,73,14,1,14,1
1,73,14,0,14,0
1,73,14,3,14,3
1,73,14,1,14,1
1,73,14,3,14,3
1,73,15,3,15,3
1,73,15,2,15,2
0,73,15,3,15,3
1,73,15,0,15,0
1,73,15,1,15,1
1,73,15,0,15,0
1,73,15,2,15,2
1,74,0,0,0,0
0,74,0,3,0,3
1,74,0,1,0,1
0,74,0,2,0,2
1,74,0,1,0,1
1,74,0,0,0,0
1,74,1,1,1,1
1,74,1,1,1,1
0,74,1,0,1,0
1,74,1,3,1,3
1,74,1,3,1,3
1,74,2,1,2,1
1,74,2,1,2,1
0,74,2,3,2,3
1,74,2,2,2,2
1,74,2,1,2,1
1,74,3,2,3,2
0,74,3,0,3,0
1,74,3,3,3,3
0,74,3,0,3,0
1,74,3,1,3,1
1,74,3,3,3,3
1,74,4,1,4,1
1,74,4,2,4,2
1,74,4,3,4,3
0,74,4,3,4,3
1,74,4,1,4,1
1,74,5,2,5,2
1,74,5,3,5,3
0,74,5,0,5,0
0,74,5,0,5,0
1,74,6,3,6,3
1,74,6,3,6,3
1,74,6,1,6,1
1,74,6,2,6,2
1,74,6,1,6,1
0,74,7,1,7,1
1,74,8,0,8,0
1,74,8,0,8,0
1,74,8,1,8,1
1,74,8,1,8,1
1,74,9,0,9,0
1,74,9,0,9,0
0,74,9,1,9,1
0,74,10,0,10,0
1,74,10,1,10,1
1,74,10,1,10,1
0,74,11,0,11,0
0,74,11,1,11,1
1,74,11,3,11,3
1,74,12,0,12,0
1,74,12,1,12,1
0,74,12,3,12,3
1,74,13,0,13,0
1,74,13,1,13,1
0,74,13,0,13,0
0,74,13,1,13,1
0,74,14,1,14,1
1,74,14,0,14,0
1,74,14,0,14,0
0,74,15,0,15,0
0,74,15,3,15,3
1,74,15,3,15,3
1,75,0,1,0,1
1,75,0,1,0,1
1,75,0,0,0,0
0,75,0,3,0,3
1,75,0,0,0,0
0,75,1,3,1,3
0,75,1,0,1,0
1,75,1,1,1,1
1,75,1,1,1,1
0,75,2,1,2,1
0,75,2,1,2,1
1,75,2,0,2,0
1,75,2,0,2,0
0,75,3,0,3,0
0,75,3,3,3,3
1,75,3,2,3,2
0,75,3,3,3,3
1,75,4,1,4,1
1,75,4,2,4,2
0,75,4,1,4,1
1,75,4,3,4,3
1,75,4,0,4,0
1,75,4,0,4,0
0,75,5,0,5,0
1,75,5,3,5,3
1,75,5,1,5,1
1,75,5,2,5,2
1,75,5,3,5,3
0,75,6,3,6,3
1,75,6,1,6,1
1,75,6,0,6,0
1,75,6,3,6,3
1,75,6,2,6,2
1,75,6,1,6,1
1,75,6,1,6,1
0,75,7,0,7,0
1,75,8,3,8,3
1,75,8,3,8,3
1,75,8,1,8,1
1,75,8,1,8,1
1,75,9,3,9,3
0,75,9,0,9,0
1,75,9,3,9,3
0,75,10,3,10,3
1,75,10,1,10,1
1,75,10,1,10,1
0,75,11,3,11,3
1,75,12,0,12,0
1,75,12,1,12,1
1,75,12,3,12,3
1,75,12,3,12,3
1,75,13,1,13,1
1,75,13,0,13,0
1,75,13,0,13,0
0,75,13,3,13,3
0,75,14,0,14,0
1,75,14,1,14,1
1,75,14,1,14,1
1,75,15,1,15,1
0,75,15,0,15,0
0,75,15,3,15,3
1,76,0,1,0,1
1,76,0,3,0,3
0,76,0,0,0,0
1,76,0,1,0,1
1,76,0,1,0,1
1,76,1,3,1,3
1,76,1,2,1,2
0,76,1,0,1,0
0,76,1,3,1,3
1,76,1,1,1,1
1,76,2,1,2,1
0,76,2,3,2,3
0,76,2,0,2,0
0,76,2,1,2,1
1,76,2,1,2,1
0,76,3,2,3,2
0,76,3,0,3,0
1,76,4,1,4,1
1,76,4,3,4,3
1,76,4,3,4,3
1,76,4,0,4,0
1,76,4,0,4,0
1,76,5,1,5,1
0,76,5,2,5,2
1,76,5,3,5,3
1,76,5,3,5,3
1,76,5,1,5,1
0,76,6,3,6,3
1,76,6,0,6,0
1,76,6,3,6,3
1,76,6,0,6,0
1,76,6,1,6,1
1,76,6,3,6,3
0,76,7,2,7,2
0,76,7,1,7,1
1,76,7,0,7,0
0,76,8,0,8,0
1,76,8,3,8,3
1,76,8,3,8,3
1,76,8,0,8,0
1,76,8,1,8,1
1,76,8,1,8,1
0,76,9,2,9,2
0,76,9,0,9,0
1,76,9,3,9,3
1,76,10,1,10,1
1,76,10,1,10,1
0,76,10,3,10,3
1,76,10,0,10,0
1,76,10,3,10,3
1,76,10,0,10,0
0,76,11,3,11,3
0,76,11,0,11,0
1,76,11,1,11,1
1,76,12,2,12,2
0,76,12,1,12,1
1,76,12,3,12,3
1,76,12,0,12,0
1,76,12,1,12,1
1,76,12,2,12,2
0,76,13,1,13,1
0,76,13,3,13,3
0,76,13,0,13,0
0,76,14,1,14,1
1,76,14,2,14,2
1,76,14,2,14,2
0,76,15,0,15,0
0,76,15,1,15,1
1,76,15,0,15,0
1,76,15,3,15,3
1,77,0,1,0,1
1,77,0,3,0,3
1,77,0,3,0,3
0,77,0,0,0,0
0,77,0,2,0,2
1,77,0,3,0,3
0,77,1,1,1,1
0,77,1,0,1,0
0,77,2,2,2,2
0,77,2,0,2,0
1,77,2,3,2,3
1,77,2,3,2,3
1,77,3,1,3,1
0,77,3,0,3,0
1,77,3,3,3,3
0,77,4,3,4,3
1,77,4,0,4,0
0,77,4,3,4,3
1,77,4,1,4,1
1,77,4,2,4,2
1,77,4,0,4,0
0,77,5,1,5,1
1,77,6,1,6,1
1,77,6,3,6,3
1,77,6,3,6,3
0,77,6,0,6,0
1,77,6,0,6,0
1,77,6,2,6,2
1,77,6,0,6,0
0,77,7,1,7,1
0,77,7,1,7,1
1,77,7,3,7,3
0,77,8,3,8,3
1,77,8,0,8,0
1,77,8,2,8,2
1,77,8,0,8,0
1,77,8,3,8,3
1,77,8,2,8,2
0,77,9,1,9,1
0,77,9,3,9,3
1,77,9,0,9,0
1,77,10,0,10,0
1,77,10,2,10,2
0,77,10,0,10,0
1,77,10,1,10,1
1,77,10,3,10,3
1,77,10,3,10,3
0,77,11,3,11,3
0,77,11,0,11,0
1,77,11,2,11,2
0,77,12,2,12,2
1,77,12,0,12,0
1,77,12,1,12,1
1,77,12,3,12,3
1,77,12,1,12,1
1,77,12,1,12,1
0,77,13,3,13,3
0,77,13,0,13,0
0,77,13,1,13,1
1,77,14,2,14,2
1,77,14,2,14,2
1,77,15,0,15,0
0,77,15,3,15,3
0,77,15,1,15,1
1,77,15,3,15,3
1,78,0,3,0,3
0,78,0,0,0,0
0,78,0,1,0,1
1,78,0,0,0,0
1,78,0,2,0,2
1,78,0,3,0,3
0,78,1,1,1,1
0,78,1,3,1,3
1,78,2,1,2,1
1,78,2,3,2,3
1,78,2,0,2,0
1,78,2,0,2,0
1,78,3,1,3,1
1,78,3,3,3,3
1,78,3,0,3,0
1,78,3,3,3,3
1,78,3,2,3,2
1,78,3,1,3,1
1,78,4,0,4,0
1,78,4,2,4,2
0,78,4,3,4,3
1,78,4,3,4,3
1,78,4,1,4,1
1,78,5,2,5,2
1,78,5,0,5,0
1,78,5,1,5,1
1,78,5,0,5,0
0,78,5,3,5,3
1,78,6,3,6,3
1,78,6,1,6,1
1,78,6,0,6,0
1,78,6,1,6,1
0,78,6,0,6,0
1,78,6,2,6,2
0,78,7,0,7,0
1,78,8,1,8,1
1,78,8,3,8,3
1,78,8,0,8,0
1,78,8,0,8,0
0,78,9,0,9,0
1,78,9,1,9,1
1,78,9,3,9,3
0,78,10,0,10,0
0,78,10,1,10,1
0,78,11,3,11,3
1,78,12,0,12,0
1,78,12,0,12,0
0,78,12,1,12,1
1,78,13,3,13,3
1,78,13,0,13,0
1,78,13,0,13,0
0,78,13,3,13,3
0,78,14,0,14,0
0,78,14,1,14,1
1,78,14,3,14,3
1,78,14,3,14,3
0,78,15,0,15,0
1,78,15,2,15,2
1,79,0,3,0,3
0,79,0,0,0,0
1,79,0,1,0,1
0,79,0,3,0,3
1,79,0,2,0,2
1,79,0,3,0,3
1,79,1,1,1,1
0,79,1,0,1,0
1,79,1,2,1,2
1,79,1,1,1,1
0,79,2,1,2,1
1,79,2,3,2,3
1,79,2,1,2,1
1,79,2,0,2,0
0,79,2,2,2,2
0,79,3,3,3,3
0,79,4,2,4,2
1,79,4,0,4,0
1,79,4,1,4,1
0,79,5,3,5,3
1,79,5,1,5,1
1,79,5,0,5,0
1,79,5,1,5,1
1,79,5,3,5,3
1,79,5,0,5,0
0,79,6,3,6,3
1,79,6,1,6,1
1,79,6,1,6,1
1,79,6,0,6,0
1,79,6,2,6,2
1,79,6,1,6,1
0,79,7,0,7,0
1,79,8,3,8,3
1,79,8,3,8,3
1,79,8,1,8,1
1,79,8,1,8,1
0,79,9,0,9,0
1,79,9,3,9,3
1,79,9,3,9,3
1,79,10,1,10,1
0,79,10,3,10,3
1,79,10,2,10,2
1,79,10,1,10,1
0,79,11,0,11,0
0,79,11,3,11,3
1,79,12,1,12,1
1,79,12,2,12,2
1,79,12,3,12,3
1,79,12,1,12,1
1,79,12,1,12,1
1,79,13,2,13,2
1,79,13,3,13,3
0,79,13,1,13,1
0,79,13,0,13,0
1,79,14,1,14,1
1,79,14,3,14,3
1,79,14,0,14,0
0,79,14,3,14,3
0,79,14,2,14,2
1,79,14,1,14,1
0,79,15,1,15,1
0,79,15,0,15,0
1,80,0,2,0,2
1,80,0,1,0,1
0,80,0,3,0,3
1,80,0,0,0,0
1,80,0,0,0,0
1,80,1,3,1,3
1,80,1,2,1,2
1,80,1,1,1,1
0,80,1,1,1,1
0,80,1,0,1,0
1,80,2,2,2,2
1,80,2,0,2,0
0,80,2,3,2,3
0,80,2,1,2,1
1,80,2,0,2,0
1,80,3,2,3,2
1,80,3,1,3,1
1,80,3,3,3,3
1,80,4,3,4,3
1,80,4,0,4,0
1,80,4,1,4,1
1,80,4,1,4,1
1,80,4,3,4,3
1,80,5,0,5,0
1,80,5,1,5,1
1,80,5,3,5,3
1,80,5,2,5,2
1,80,5,0,5,0
0,80,5,1,5,1
0,80,6,0,6,0
1,80,6,2,6,2
1,80,6,3,6,3
1,80,6,3,6,3
0,80,7,1,7,1
0,80,7,1,7,1
1,80,7,0,7,0
1,80,7,3,7,3
1,80,8,3,8,3
1,80,8,0,8,0
1,80,8,0,8,0
0,80,8,3,8,3
0,80,8,2,8,2
0,80,9,1,9,1
0,80,9,3,9,3
1,80,9,0,9,0
1,80,10,0,10,0
1,80,10,2,10,2
0,80,10,0,10,0
1,80,10,1,10,1
0,80,10,3,10,3
0,80,11,0,11,0
0,80,11,3,11,3
1,80,11,2,11,2
1,80,12,0,12,0
0,80,12,2,12,2
1,80,12,3,12,3
1,80,12,1,12,1
1,80,12,1,12,1
1,80,12,1,12,1
0,80,13,0,13,0
0,80,13,1,13,1
0,80,13,3,13,3
0,80,14,2,14,2
1,80,14,1,14,1
1,80,14,1,14,1
1,80,15,3,15,3
1,80,15,0,15,0
0,80,15,0,15,0
0,80,15,1,15,1
1,81,0,0,0,0
0,81,0,1,0,1
0,81,0,2,0,2
0,81,0,3,0,3
1,81,0,0,0,0
0,81,1,0,1,0
0,81,1,3,1,3
1,81,2,2,2,2
0,81,2,3,2,3
0,81,2,1,2,1
1,81,2,0,2,0
1,81,2,0,2,0
1,81,3,2,3,2
1,81,3,3,3,3
1,81,3,1,3,1
1,81,4,1,4,1
1,81,4,0,4,0
1,81,4,1,4,1
1,81,4,3,4,3
1,81,4,3,4,3
1,81,5,3,5,3
1,81,5,1,5,1
1,81,5,0,5,0
